Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
01/06/2020,2020,BMW X5,110067,4,Asia,China,Dealership
01/06/2020,2020,BMW 1 Series,50526,3,Europe,Italy,Wholesale
,,,,,,,
01/06/2020,2020,BMW 5 Series,64723,5,North America,Canada,Wholesale
02/06/2020,2020,BMW M8,94390,1,North America,Mexico,Wholesale
02/06/2020,2020,BMW 1 Series,114577,4,North America,Mexico,Wholesale
,,,,,,,
02/06/2020,2020,BMW M2,54729,4,North America,United States,Wholesale
02/06/2020,2020,BMW M2,52744,2,South America,Chile,Wholesale
02/06/2020,2020,BMW M3,83912,5,Africa,Egypt,Wholesale
02/06/2020,2020,BMW Z4,119930,1,North America,United States,Wholesale
03/06/2020,2020,BMW 6 Series,58869,3,Africa,Kenya,Wholesale
03/06/2020,2020,BMW M2,51485,2,Africa,Morocco,Dealership
03/06/2020,2020,BMW X2,101210,5,Europe,Germany,Dealership
04/06/2020,2020,BMW iX,60845,1,South America,Chile,Dealership
04/06/2020,2020,BMW 3 Series,59055,2,South America,Colombia,Dealership
,,,,,,,
05/06/2020,2020,BMW X3,53746,1,North America,United States,Wholesale
05/06/2020,2020,BMW 3 Series,95088,1,Asia,South Korea,Dealership
,,,,,,,
05/06/2020,2020,BMW 3 Series,73938,2,South America,Argentina,Wholesale
,,,,,,,
05/06/2020,2020,BMW i4,84407,2,South America,Argentina,Wholesale
05/06/2020,2020,BMW 1 Series,58015,5,Africa,South Africa,Wholesale
,,,,,,,
05/06/2020,2020,BMW M2,93372,2,Asia,China,Wholesale
06/06/2020,2020,BMW i8,53814,5,Africa,Kenya,Wholesale
07/06/2020,2020,BMW 2 Series,37085,1,Africa,Morocco,Wholesale
,,,,,,,
07/06/2020,2020,BMW M4,79934,2,Asia,Thailand,Dealership
08/06/2020,2020,BMW M5,86718,5,Africa,Nigeria,Wholesale
08/06/2020,2020,BMW iX3,84478,5,Asia,Japan,Wholesale
09/06/2020,2020,BMW 7 Series,60496,3,Asia,Japan,Dealership
09/06/2020,2020,BMW M8,112844,5,Europe,Italy,Wholesale
09/06/2020,2020,BMW X2,75047,5,Africa,Morocco,Wholesale
10/06/2020,2020,BMW M5,68921,3,Africa,South Africa,Dealership
10/06/2020,2020,BMW M5,79365,4,North America,Canada,Wholesale
10/06/2020,2020,BMW Z4,51291,2,Asia,India,Wholesale
10/06/2020,2020,BMW X6,63290,3,Europe,Germany,Wholesale
10/06/2020,2020,BMW 3 Series,34447,5,Asia,China,Dealership
,,,,,,,
10/06/2020,2020,BMW M3,79119,5,Africa,South Africa,Dealership
11/06/2020,2020,BMW X3,103212,2,Europe,Spain,Dealership
11/06/2020,2020,BMW 5 Series,91850,1,Asia,Japan,Dealership
11/06/2020,2020,BMW 5 Series,57802,3,North America,Mexico,Dealership
11/06/2020,2020,BMW X4,49689,4,Asia,South Korea,Dealership
11/06/2020,2020,BMW 7 Series,79956,2,Africa,Kenya,Wholesale
11/06/2020,2020,BMW 7 Series,106915,2,Asia,India,Dealership
12/06/2020,2020,BMW M2,101762,3,Europe,France,Wholesale
13/06/2020,2020,BMW M3,92496,5,North America,Mexico,Wholesale
13/06/2020,2020,BMW X1,70916,5,Asia,India,Wholesale
13/06/2020,2020,BMW iX,119729,4,South America,Argentina,Wholesale
14/06/2020,2020,BMW iX,65330,3,North America,Canada,Wholesale
14/06/2020,2020,BMW 8 Series,38722,2,Europe,United Kingdom,Dealership
14/06/2020,2020,BMW 2 Series,85448,3,Asia,Japan,Wholesale
,,,,,,,
14/06/2020,2020,BMW 1 Series,34708,1,Europe,Germany,Dealership
,,,,,,,
14/06/2020,2020,BMW M5,59684,2,Africa,Kenya,Dealership
16/06/2020,2020,BMW 1 Series,40932,4,Africa,Morocco,Wholesale
,,,,,,,
16/06/2020,2020,BMW 6 Series,67589,4,Asia,Thailand,Wholesale
16/06/2020,2020,BMW i3,112757,2,Africa,Morocco,Wholesale
16/06/2020,2020,BMW X7,65241,5,South America,Colombia,Dealership
17/06/2020,2020,BMW 2 Series,39151,2,Africa,Nigeria,Wholesale
,,,,,,,
17/06/2020,2020,BMW iX3,30154,2,Africa,Nigeria,Wholesale
17/06/2020,2020,BMW i3,47206,1,Asia,Japan,Dealership
17/06/2020,2020,BMW X4,49417,2,Africa,Egypt,Dealership
17/06/2020,2020,BMW M8,78392,3,South America,Chile,Dealership
18/06/2020,2020,BMW M4,85900,3,South America,Brazil,Wholesale
19/06/2020,2020,BMW i4,58941,4,Europe,United Kingdom,Dealership
19/06/2020,2020,BMW 6 Series,50045,5,Asia,India,Wholesale
19/06/2020,2020,BMW M8,82584,4,Asia,Thailand,Dealership
19/06/2020,2020,BMW X6,75788,1,Africa,South Africa,Wholesale
20/06/2020,2020,BMW 8 Series,93131,2,South America,Peru,Wholesale
20/06/2020,2020,BMW M2,37228,4,Asia,India,Wholesale
21/06/2020,2020,BMW 3 Series,96500,2,Europe,France,Dealership
,,,,,,,
23/06/2020,2020,BMW X6,111440,4,Europe,Spain,Dealership
23/06/2020,2020,BMW Z4,42094,2,Africa,South Africa,Dealership
23/06/2020,2020,BMW X2,39775,4,Africa,Morocco,Wholesale
24/06/2020,2020,BMW 1 Series,66176,3,North America,United States,Dealership
,,,,,,,
25/06/2020,2020,BMW X6,108753,1,Africa,Morocco,Wholesale
25/06/2020,2020,BMW M5,65228,4,North America,United States,Dealership
25/06/2020,2020,BMW X2,75335,3,South America,Colombia,Wholesale
25/06/2020,2020,BMW 3 Series,36674,5,North America,United States,Wholesale
,,,,,,,
25/06/2020,2020,BMW M3,57552,4,South America,Peru,Wholesale
26/06/2020,2020,BMW M5,117180,2,Europe,United Kingdom,Dealership
26/06/2020,2020,BMW 4 Series,56055,1,North America,Canada,Wholesale
,,,,,,,
26/06/2020,2020,BMW iX,100477,3,Africa,Kenya,Dealership
27/06/2020,2020,BMW 6 Series,110439,3,North America,Mexico,Wholesale
27/06/2020,2020,BMW 7 Series,110004,1,South America,Chile,Dealership
29/06/2020,2020,BMW X3,109683,4,South America,Chile,Wholesale
29/06/2020,2020,BMW X4,63556,2,Europe,United Kingdom,Wholesale
30/06/2020,2020,BMW X1,61301,5,North America,United States,Wholesale
01/07/2020,2020,BMW 6 Series,70324,4,North America,Mexico,Wholesale
02/07/2020,2020,BMW i3,95519,1,North America,Mexico,Dealership
03/07/2020,2020,BMW 8 Series,70694,4,Europe,Italy,Wholesale
03/07/2020,2020,BMW 7 Series,60682,4,Africa,Nigeria,Wholesale
04/07/2020,2020,BMW 7 Series,80034,1,Europe,Germany,Wholesale
05/07/2020,2020,BMW 3 Series,85267,1,North America,United States,Dealership
,,,,,,,
05/07/2020,2020,BMW Z4,114475,5,South America,Brazil,Wholesale
05/07/2020,2020,BMW iX,115062,1,Europe,France,Wholesale
06/07/2020,2020,BMW 2 Series,83768,1,South America,Colombia,Wholesale
,,,,,,,
06/07/2020,2020,BMW i4,40112,1,Africa,Kenya,Wholesale
07/07/2020,2020,BMW 5 Series,46908,3,North America,United States,Dealership
07/07/2020,2020,BMW 3 Series,34153,1,Africa,South Africa,Wholesale
,,,,,,,
07/07/2020,2020,BMW X7,116911,1,Africa,Egypt,Wholesale
07/07/2020,2020,BMW X7,33017,1,North America,Canada,Wholesale
08/07/2020,2020,BMW X5,47744,5,Europe,France,Wholesale
09/07/2020,2020,BMW i3,41112,4,Africa,Morocco,Wholesale
09/07/2020,2020,BMW M5,104616,1,Europe,Spain,Wholesale
09/07/2020,2020,BMW X7,95095,1,Asia,Thailand,Dealership
10/07/2020,2020,BMW M5,77284,5,Europe,France,Wholesale
10/07/2020,2020,BMW 8 Series,99711,4,North America,Canada,Wholesale
10/07/2020,2020,BMW M3,65470,5,Asia,South Korea,Wholesale
11/07/2020,2020,BMW 2 Series,91401,2,Asia,China,Dealership
,,,,,,,
12/07/2020,2020,BMW Z4,106303,2,Africa,Nigeria,Dealership
13/07/2020,2020,BMW M2,109707,2,South America,Chile,Wholesale
13/07/2020,2020,BMW M8,74933,1,South America,Colombia,Wholesale
14/07/2020,2020,BMW iX,90887,5,Europe,Germany,Wholesale
14/07/2020,2020,BMW M5,34718,1,South America,Colombia,Wholesale
14/07/2020,2020,BMW X7,96904,2,Africa,South Africa,Wholesale
14/07/2020,2020,BMW M2,102940,4,North America,Mexico,Wholesale
15/07/2020,2020,BMW i3,52211,4,South America,Brazil,Wholesale
15/07/2020,2020,BMW M4,44674,5,South America,Peru,Wholesale
15/07/2020,2020,BMW 7 Series,59985,4,Africa,Kenya,Wholesale
16/07/2020,2020,BMW Z4,96944,2,Asia,Japan,Wholesale
16/07/2020,2020,BMW X5,106620,5,Asia,Thailand,Wholesale
16/07/2020,2020,BMW i3,73408,5,Asia,Thailand,Wholesale
16/07/2020,2020,BMW iX,44864,2,Africa,Egypt,Wholesale
17/07/2020,2020,BMW 2 Series,51432,2,Africa,South Africa,Wholesale
,,,,,,,
17/07/2020,2020,BMW i3,57100,2,South America,Brazil,Dealership
17/07/2020,2020,BMW 1 Series,89514,2,Europe,Italy,Wholesale
,,,,,,,
17/07/2020,2020,BMW 5 Series,86782,5,North America,Canada,Dealership
18/07/2020,2020,BMW 5 Series,88543,4,Africa,Kenya,Wholesale
18/07/2020,2020,BMW M4,82233,2,Asia,China,Dealership
18/07/2020,2020,BMW X2,43750,3,Asia,Thailand,Wholesale
19/07/2020,2020,BMW M2,42170,5,Africa,Morocco,Dealership
20/07/2020,2020,BMW iX,31376,1,Africa,South Africa,Dealership
20/07/2020,2020,BMW M5,63435,4,North America,United States,Wholesale
20/07/2020,2020,BMW 7 Series,118901,5,South America,Chile,Wholesale
20/07/2020,2020,BMW X7,54448,2,North America,Canada,Dealership
20/07/2020,2020,BMW 7 Series,58672,3,Asia,China,Wholesale
20/07/2020,2020,BMW 5 Series,77820,1,Africa,Kenya,Dealership
20/07/2020,2020,BMW 6 Series,99152,4,South America,Peru,Wholesale
21/07/2020,2020,BMW X2,82282,2,Africa,Kenya,Wholesale
23/07/2020,2020,BMW M3,96764,5,Europe,Germany,Wholesale
23/07/2020,2020,BMW iX,44602,5,Africa,Nigeria,Dealership
23/07/2020,2020,BMW iX,42155,4,South America,Brazil,Dealership
24/07/2020,2020,BMW X3,45229,3,Asia,Japan,Dealership
24/07/2020,2020,BMW M5,104648,2,North America,United States,Dealership
26/07/2020,2020,BMW X6,73374,4,Asia,South Korea,Wholesale
26/07/2020,2020,BMW X2,91969,4,Europe,Spain,Wholesale
27/07/2020,2020,BMW X4,76576,5,South America,Peru,Wholesale
28/07/2020,2020,BMW iX,96586,4,Africa,Morocco,Wholesale
28/07/2020,2020,BMW Z4,77879,1,Asia,India,Wholesale
28/07/2020,2020,BMW M8,45640,1,South America,Peru,Wholesale
28/07/2020,2020,BMW iX,119344,2,North America,United States,Dealership
29/07/2020,2020,BMW 1 Series,109314,4,South America,Argentina,Wholesale
,,,,,,,
29/07/2020,2020,BMW Z4,88867,5,Asia,Thailand,Wholesale
30/07/2020,2020,BMW X6,105165,2,Europe,United Kingdom,Wholesale
30/07/2020,2020,BMW i4,56644,3,South America,Peru,Wholesale
30/07/2020,2020,BMW X3,108561,5,Africa,Kenya,Wholesale
31/07/2020,2020,BMW M2,108455,3,North America,Canada,Wholesale
01/08/2020,2020,BMW M3,101842,2,North America,United States,Dealership
01/08/2020,2020,BMW X5,37943,1,South America,Peru,Wholesale
01/08/2020,2020,BMW iX,93128,5,South America,Colombia,Dealership
01/08/2020,2020,BMW Z4,116111,5,Asia,South Korea,Wholesale
01/08/2020,2020,BMW M4,33709,2,Africa,Egypt,Wholesale
02/08/2020,2020,BMW 3 Series,45326,5,Africa,Kenya,Dealership
,,,,,,,
02/08/2020,2020,BMW 6 Series,71206,5,North America,Mexico,Dealership
02/08/2020,2020,BMW iX3,71842,2,Asia,Japan,Wholesale
02/08/2020,2020,BMW M4,75061,4,Africa,Kenya,Wholesale
02/08/2020,2020,BMW X2,65017,2,North America,United States,Wholesale
03/08/2020,2020,BMW X5,97562,5,Asia,Thailand,Dealership
03/08/2020,2020,BMW M4,113463,2,North America,United States,Wholesale
03/08/2020,2020,BMW M4,104423,5,Asia,Thailand,Dealership
03/08/2020,2020,BMW X2,59511,3,Asia,South Korea,Wholesale
03/08/2020,2020,BMW X7,76921,3,South America,Peru,Dealership
04/08/2020,2020,BMW X4,92645,1,Asia,South Korea,Wholesale
04/08/2020,2020,BMW 5 Series,111468,2,Asia,China,Wholesale
05/08/2020,2020,BMW M4,112632,2,Asia,India,Dealership
05/08/2020,2020,BMW X4,39570,3,South America,Chile,Wholesale
06/08/2020,2020,BMW X1,99131,3,North America,Mexico,Wholesale
06/08/2020,2020,BMW 4 Series,40624,3,South America,Chile,Wholesale
,,,,,,,
07/08/2020,2020,BMW i8,103098,1,Africa,Egypt,Dealership
07/08/2020,2020,BMW X5,40739,1,North America,Canada,Wholesale
08/08/2020,2020,BMW i3,117657,4,Europe,United Kingdom,Wholesale
08/08/2020,2020,BMW X6,79101,2,Africa,Nigeria,Wholesale
08/08/2020,2020,BMW X1,53547,1,South America,Brazil,Dealership
08/08/2020,2020,BMW 2 Series,35939,5,Asia,Japan,Wholesale
,,,,,,,
09/08/2020,2020,BMW M2,67079,2,Europe,Germany,Wholesale
09/08/2020,2020,BMW iX3,48982,4,Asia,Thailand,Wholesale
09/08/2020,2020,BMW 3 Series,116798,3,Africa,Kenya,Wholesale
,,,,,,,
10/08/2020,2020,BMW i8,40004,4,Asia,South Korea,Wholesale
10/08/2020,2020,BMW i3,118770,2,South America,Brazil,Dealership
10/08/2020,2020,BMW X5,95480,3,North America,Canada,Wholesale
11/08/2020,2020,BMW X2,45802,4,South America,Colombia,Dealership
11/08/2020,2020,BMW X5,76678,4,Europe,Italy,Wholesale
11/08/2020,2020,BMW 7 Series,46490,2,South America,Chile,Wholesale
11/08/2020,2020,BMW X7,70794,1,Africa,Morocco,Wholesale
12/08/2020,2020,BMW M4,55789,5,Europe,Spain,Wholesale
12/08/2020,2020,BMW X1,53051,4,Asia,Japan,Dealership
13/08/2020,2020,BMW 1 Series,45213,5,Africa,Morocco,Online
,,,,,,,
13/08/2020,2020,BMW iX,113449,2,North America,Mexico,Wholesale
13/08/2020,2020,BMW i3,94877,2,Asia,South Korea,Wholesale
13/08/2020,2020,BMW X6,100561,1,North America,United States,Online
14/08/2020,2020,BMW iX3,86636,3,Asia,China,Online
14/08/2020,2020,BMW X6,98347,5,Asia,Thailand,Wholesale
15/08/2020,2020,BMW M2,102246,4,Africa,Nigeria,Wholesale
15/08/2020,2020,BMW 7 Series,48697,3,Asia,China,Wholesale
17/08/2020,2020,BMW iX,34696,5,Europe,United Kingdom,Online
17/08/2020,2020,BMW X4,57039,5,Europe,Germany,Wholesale
18/08/2020,2020,BMW 2 Series,48408,3,Africa,Nigeria,Wholesale
,,,,,,,
18/08/2020,2020,BMW 6 Series,69883,3,North America,Mexico,Wholesale
19/08/2020,2020,BMW 7 Series,73634,1,South America,Argentina,Online
20/08/2020,2020,BMW X5,53511,4,South America,Colombia,Online
20/08/2020,2020,BMW X7,87450,4,Europe,France,Wholesale
20/08/2020,2020,BMW i4,66102,4,Africa,South Africa,Online
21/08/2020,2020,BMW iX,57948,3,Asia,Thailand,Dealership
21/08/2020,2020,BMW 1 Series,117050,1,Asia,India,Wholesale
,,,,,,,
21/08/2020,2020,BMW 4 Series,91407,2,North America,United States,Wholesale
,,,,,,,
21/08/2020,2020,BMW iX,38418,1,North America,United States,Online
21/08/2020,2020,BMW 8 Series,102138,3,South America,Brazil,Online
22/08/2020,2020,BMW i3,87148,1,Europe,United Kingdom,Wholesale
22/08/2020,2020,BMW M3,94975,3,Asia,Japan,Wholesale
23/08/2020,2020,BMW X6,94143,5,Asia,Japan,Dealership
23/08/2020,2020,BMW i4,53003,5,South America,Peru,Online
23/08/2020,2020,BMW 3 Series,39275,2,Africa,Kenya,Online
,,,,,,,
24/08/2020,2020,BMW M8,46396,5,Asia,China,Wholesale
24/08/2020,2020,BMW X6,61288,2,Africa,Nigeria,Wholesale
24/08/2020,2020,BMW M5,95876,4,Europe,Spain,Wholesale
25/08/2020,2020,BMW 4 Series,62001,3,Europe,Spain,Online
,,,,,,,
25/08/2020,2020,BMW i4,48277,4,South America,Argentina,Wholesale
26/08/2020,2020,BMW X6,72605,4,South America,Colombia,Online
27/08/2020,2020,BMW 1 Series,36122,2,South America,Colombia,Online
,,,,,,,
27/08/2020,2020,BMW X5,53807,3,Europe,Italy,Dealership
27/08/2020,2020,BMW X2,102161,2,North America,Canada,Online
28/08/2020,2020,BMW iX,49843,1,Asia,Thailand,Dealership
28/08/2020,2020,BMW 3 Series,81137,4,North America,United States,Dealership
,,,,,,,
29/08/2020,2020,BMW X4,84757,3,Africa,South Africa,Wholesale
29/08/2020,2020,BMW 2 Series,44821,4,North America,Mexico,Wholesale
,,,,,,,
30/08/2020,2020,BMW X1,61979,1,Africa,Egypt,Online
30/08/2020,2020,BMW X2,40726,1,Asia,Japan,Wholesale
30/08/2020,2020,BMW 6 Series,51780,3,Africa,South Africa,Wholesale
31/08/2020,2020,BMW 2 Series,98897,3,South America,Peru,Wholesale
,,,,,,,
31/08/2020,2020,BMW X1,72202,1,Asia,China,Dealership
01/09/2020,2020,BMW 1 Series,70849,4,North America,Mexico,Wholesale
,,,,,,,
01/09/2020,2020,BMW 7 Series,62740,5,South America,Chile,Wholesale
03/09/2020,2020,BMW iX3,81894,4,Asia,South Korea,Dealership
03/09/2020,2020,BMW i8,108405,5,Africa,Egypt,Wholesale
04/09/2020,2020,BMW M5,68019,2,Africa,Nigeria,Wholesale
05/09/2020,2020,BMW 5 Series,83140,3,South America,Chile,Wholesale
05/09/2020,2020,BMW Z4,45161,1,Africa,Kenya,Online
05/09/2020,2020,BMW X7,34234,2,Europe,France,Online
05/09/2020,2020,BMW i8,83014,4,Asia,Thailand,Online
05/09/2020,2020,BMW iX,116513,5,North America,United States,Wholesale
05/09/2020,2020,BMW X7,62624,3,Europe,Spain,Online
06/09/2020,2020,BMW iX,45740,5,North America,Canada,Online
06/09/2020,2020,BMW iX,90117,4,North America,Mexico,Online
07/09/2020,2020,BMW iX3,107613,4,Asia,Japan,Online
08/09/2020,2020,BMW i3,91531,1,Europe,Italy,Dealership
08/09/2020,2020,BMW 8 Series,32170,2,Europe,Italy,Online
08/09/2020,2020,BMW X1,61535,3,South America,Peru,Wholesale
09/09/2020,2020,BMW M2,100819,1,Europe,Spain,Online
09/09/2020,2020,BMW X7,66593,5,Africa,Nigeria,Dealership
10/09/2020,2020,BMW M4,38484,2,North America,Mexico,Dealership
10/09/2020,2020,BMW X7,33665,3,South America,Peru,Wholesale
11/09/2020,2020,BMW X5,108845,5,Asia,China,Dealership
11/09/2020,2020,BMW i8,89026,3,North America,United States,Dealership
11/09/2020,2020,BMW 3 Series,70584,3,South America,Peru,Dealership
,,,,,,,
12/09/2020,2020,BMW 3 Series,114147,2,Africa,Kenya,Dealership
,,,,,,,
12/09/2020,2020,BMW 8 Series,37089,5,Europe,Germany,Online
12/09/2020,2020,BMW X3,34115,1,South America,Brazil,Online
13/09/2020,2020,BMW 5 Series,88559,1,North America,Mexico,Dealership
13/09/2020,2020,BMW i8,47945,1,Europe,United Kingdom,Dealership
13/09/2020,2020,BMW M4,62401,3,North America,Mexico,Online
14/09/2020,2020,BMW 7 Series,115381,4,Asia,India,Wholesale
14/09/2020,2020,BMW X1,116854,2,Europe,Germany,Online
14/09/2020,2020,BMW X7,42413,1,North America,Mexico,Dealership
14/09/2020,2020,BMW 4 Series,91776,2,Asia,India,Online
,,,,,,,
14/09/2020,2020,BMW X4,101041,3,South America,Colombia,Wholesale
14/09/2020,2020,BMW M4,37131,2,Africa,South Africa,Wholesale
15/09/2020,2020,BMW 7 Series,62208,1,Europe,Italy,Wholesale
15/09/2020,2020,BMW 2 Series,110202,1,North America,Mexico,Online
,,,,,,,
15/09/2020,2020,BMW 1 Series,79573,3,Asia,Thailand,Dealership
,,,,,,,
15/09/2020,2020,BMW M4,78604,3,Africa,Morocco,Dealership
16/09/2020,2020,BMW 8 Series,99468,5,South America,Colombia,Online
16/09/2020,2020,BMW Z4,34137,3,Asia,Thailand,Dealership
16/09/2020,2020,BMW M3,72044,4,North America,Mexico,Wholesale
17/09/2020,2020,BMW X4,65862,4,Europe,United Kingdom,Dealership
17/09/2020,2020,BMW X4,78514,1,Africa,Kenya,Wholesale
17/09/2020,2020,BMW M8,55522,3,Asia,Japan,Dealership
18/09/2020,2020,BMW 5 Series,69258,4,Asia,China,Dealership
18/09/2020,2020,BMW X2,37391,4,North America,Canada,Dealership
18/09/2020,2020,BMW i3,61657,5,North America,Canada,Dealership
18/09/2020,2020,BMW 6 Series,90712,3,Africa,Morocco,Online
18/09/2020,2020,BMW iX,53581,5,South America,Colombia,Wholesale
18/09/2020,2020,BMW 7 Series,67669,2,South America,Brazil,Wholesale
19/09/2020,2020,BMW M8,113035,5,North America,Canada,Online
19/09/2020,2020,BMW X1,33846,2,Africa,Morocco,Dealership
20/09/2020,2020,BMW X4,58325,2,North America,United States,Dealership
21/09/2020,2020,BMW 7 Series,98718,3,South America,Chile,Wholesale
21/09/2020,2020,BMW X2,89317,2,Europe,Italy,Dealership
22/09/2020,2020,BMW 2 Series,58210,2,South America,Peru,Wholesale
,,,,,,,
22/09/2020,2020,BMW iX3,52485,5,Africa,Nigeria,Wholesale
22/09/2020,2020,BMW 3 Series,62175,3,North America,Mexico,Dealership
,,,,,,,
23/09/2020,2020,BMW 1 Series,47806,3,North America,Mexico,Wholesale
,,,,,,,
23/09/2020,2020,BMW i3,60093,2,Asia,Japan,Wholesale
24/09/2020,2020,BMW X4,100267,5,Europe,Germany,Wholesale
24/09/2020,2020,BMW 3 Series,89341,5,South America,Chile,Dealership
,,,,,,,
24/09/2020,2020,BMW 1 Series,82164,5,Africa,Morocco,Dealership
,,,,,,,
24/09/2020,2020,BMW M4,58577,5,South America,Argentina,Wholesale
24/09/2020,2020,BMW X4,33518,1,Africa,Nigeria,Dealership
25/09/2020,2020,BMW i4,48535,2,Asia,China,Online
26/09/2020,2020,BMW Z4,81998,2,North America,United States,Online
26/09/2020,2020,BMW 6 Series,47942,2,Europe,Italy,Wholesale
26/09/2020,2020,BMW 6 Series,37261,3,Europe,Italy,Online
27/09/2020,2020,BMW iX,68334,3,Europe,Germany,Dealership
28/09/2020,2020,BMW M4,53070,5,North America,Canada,Online
28/09/2020,2020,BMW M2,106197,3,Africa,Nigeria,Wholesale
29/09/2020,2020,BMW M4,56921,4,North America,United States,Wholesale
29/09/2020,2020,BMW M5,33868,2,Asia,India,Wholesale
30/09/2020,2020,BMW M4,46820,2,South America,Brazil,Wholesale
30/09/2020,2020,BMW M3,69927,1,North America,Canada,Dealership
30/09/2020,2020,BMW M3,30992,1,Europe,Spain,Wholesale
01/10/2020,2020,BMW iX,35731,4,North America,United States,Dealership
02/10/2020,2020,BMW X3,105979,1,Asia,China,Dealership
02/10/2020,2020,BMW 2 Series,60743,5,South America,Chile,Wholesale
,,,,,,,
02/10/2020,2020,BMW M3,102964,5,Africa,South Africa,Online
03/10/2020,2020,BMW Z4,79851,2,South America,Chile,Wholesale
04/10/2020,2020,BMW 5 Series,68389,5,South America,Argentina,Wholesale
04/10/2020,2020,BMW 3 Series,94414,1,South America,Argentina,Wholesale
,,,,,,,
05/10/2020,2020,BMW i4,33554,4,North America,Mexico,Online
05/10/2020,2020,BMW X6,84598,5,North America,Mexico,Online
06/10/2020,2020,BMW X1,91240,2,Europe,Italy,Dealership
06/10/2020,2020,BMW i3,43613,2,Asia,Japan,Wholesale
07/10/2020,2020,BMW i8,100459,1,Europe,Spain,Wholesale
07/10/2020,2020,BMW M5,106907,5,Europe,Germany,Dealership
07/10/2020,2020,BMW 3 Series,68865,1,South America,Colombia,Dealership
,,,,,,,
08/10/2020,2020,BMW 4 Series,33710,2,South America,Peru,Dealership
,,,,,,,
09/10/2020,2020,BMW i8,106045,4,South America,Brazil,Online
